Number;EffectiveEndDate;MainDisciplineLevel1;CallTitle;OutputDataSetId
195698;2022-08-31;Biology and Medicine;Early Postdoc.Mobility 2020 März;NA
184801;2023-09-30;Biology and Medicine;Projektförderung 2018 Oktober Abt. 3;NA
206846;2023-07-31;Mathematics, Natural- and Engineering Sciences;Postdoc.Mobility 2021 August;NA
159641;2019-05-31;Humanities and Social Sciences;Projektförderung 2014;NA
175182;2018-08-31;Humanities and Social Sciences;Doc.Mobility 2017;NA
153774;2018-12-31;Mathematics, Natural- and Engineering Sciences;NFP 70: Gesuch 2014;NA
159881;2018-04-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2014;NA
160803;2019-06-30;Biology and Medicine;Sinergia 2015;NA
164938;2017-11-30;Biology and Medicine;Early Postdoc.Mobility 2015;NA
202123;2023-10-31;Mathematics, Natural- and Engineering Sciences;Ambizione 2020;NA
156516;2018-04-30;Humanities and Social Sciences;Projektförderung 2014;NA
154753;2018-06-30;Biology and Medicine;Ambizione 2014;NA
183010;2020-10-31;Humanities and Social Sciences;Digital Lives 2018;NA
185467;2022-05-31;Humanities and Social Sciences;Projektförderung 2018 Oktober Abt. 1;60E7BA61-B902-44E7-B09A-62C0CB1BB4B1
191888;2021-07-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2019 September;NA
179351;2022-04-30;Biology and Medicine;Projektförderung 2017 Oktober Abt. 3;NA
211040;2023-06-30;Biology and Medicine;Postdoc.Mobility 2022 Februar;NA
165546;2019-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;864CCFEB-3F58-432C-9B44-2CCE25170900
165546;2019-11-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;F82E1251-E997-4B42-80E7-3003861AE44E
184999;2023-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 Oktober Abt. 2;C9049C49-2AF9-478E-B9EA-400F7A257906
184999;2023-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 Oktober Abt. 2;09515AC1-3FBB-4321-8BF6-403F0E3FDB70
184999;2023-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 Oktober Abt. 2;A64BFD91-24F2-49C6-8A7B-9F93D02704A1
184999;2023-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 Oktober Abt. 2;C24F3CC2-EBC2-4532-9409-EBB9E42C08E2
184999;2023-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 Oktober Abt. 2;EB35F663-C158-4855-BAAF-46CC5A5B0421
184999;2023-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 Oktober Abt. 2;DCEAB96E-FA30-4169-B9FA-5BE8BB54DA2C
184999;2023-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 Oktober Abt. 2;3F0607AA-9CD8-4B1F-97E5-FDA2CE4EF9A6
184999;2023-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 Oktober Abt. 2;4DF38906-D815-4122-A157-1B59135A064E
184999;2023-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 Oktober Abt. 2;98E0434D-5592-45E2-BA61-6C5D5C0B9F4E
184999;2023-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 Oktober Abt. 2;E49269AB-D87A-4B8D-83E7-C202498BADBA
184999;2023-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 Oktober Abt. 2;A902D344-59BA-4D59-BA86-B7BDC0A4473E
184999;2023-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 Oktober Abt. 2;8AD9F282-C12B-460F-A091-E81558C0585E
184999;2023-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 Oktober Abt. 2;6F2EC0DE-B0A1-4860-99A3-112F587277B1
184999;2023-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 Oktober Abt. 2;8FA1DB9B-9E65-4F3D-884D-1268B0D98ED7
178943;2023-07-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;NA
159071;2019-01-31;Humanities and Social Sciences;Doc.CH 2014;NA
178398;2018-12-31;Humanities and Social Sciences;Doc.Mobility 2017 September;NA
191125;2022-11-30;Mathematics, Natural- and Engineering Sciences;Postdoc.Mobility 2019 August;NA
175666;2021-09-30;Humanities and Social Sciences;Projektförderung 2017 April Abt. 1;NA
149671;2017-12-31;Humanities and Social Sciences;Projektförderung 2013 ;NA
189295;2023-10-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2019 April Abt. 2;NA
168278;2018-08-31;Humanities and Social Sciences;Early Postdoc.Mobility 2016;NA
199781;2023-02-28;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2020 September;NA
174261;2021-11-30;Humanities and Social Sciences;NA;NA
190192;2020-11-30;Biology and Medicine;Spark 2019 Juli;NA
163216;2018-10-31;Biology and Medicine;Projektförderung 2015;CA307C00-0DD0-4DFE-949E-FAD27D470602
199923;2022-09-30;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2020 September;NA
179003;2021-09-30;Humanities and Social Sciences;Projektförderung 2017 Oktober Abt. 1;NA
196732;2022-05-31;Biology and Medicine;Special Call on Coronaviruses 2020;NA
163023;2018-09-30;Humanities and Social Sciences;Projektförderung 2015;NA
191861;2021-09-30;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2019 September;NA
163243;2018-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;NA
151073;2018-07-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2013 ;NA
166474;2019-07-31;Biology and Medicine;Projektförderung 2015;NA
163457;2018-09-30;Biology and Medicine;Projektförderung 2015;NA
160042;2018-04-30;Humanities and Social Sciences;Projektförderung 2014;NA
175549;2022-09-30;Biology and Medicine;Projektförderung 2017 April Abt. 3;C4403559-9C9E-4262-829F-5A06A0DD736D
175933;2021-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 April Abt. 2;NA
179134;2022-03-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;2D9EAF48-DF2D-40F5-A488-21DB10007325
152522;2017-12-31;Mathematics, Natural- and Engineering Sciences;Joint Research Projects (SCOPES) 2013;NA
171740;2018-12-31;Biology and Medicine;Early Postdoc.Mobility 2016;NA
183896;2021-01-31;Biology and Medicine;Postdoc.Mobility 2018 August;NA
159198;2019-08-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2014;NA
167964;2019-12-31;Humanities and Social Sciences;Ambizione 2016;NA
153374;2018-09-30;Biology and Medicine;Projektförderung 2013 ;NA
150613;2020-10-31;Mathematics, Natural- and Engineering Sciences;Förderprofessuren Gesuch 2013;NA
152938;2017-12-31;Biology and Medicine;Projektförderung 2013 ;NA
159675;2018-05-31;Biology and Medicine;Projektförderung 2014;NA
174197;2022-02-28;Humanities and Social Sciences;Ambizione 2017;NA
163443;2018-09-30;Biology and Medicine;Projektförderung 2015;NA
159696;2018-03-31;Biology and Medicine;Projektförderung 2014;NA
165782;2019-03-31;Biology and Medicine;Projektförderung 2015;NA
165448;2018-08-31;Humanities and Social Sciences;Doc.CH 2015;NA
178209;2018-09-30;Humanities and Social Sciences;Doc.Mobility 2017 September;DC615428-ED24-4A24-8E73-D3BA955749E5
149210;2018-02-28;Humanities and Social Sciences;Projektförderung 2013 ;NA
199701;2023-02-28;Humanities and Social Sciences;Early Postdoc.Mobility 2020 September;NA
190648;2022-07-31;Biology and Medicine;Spark 2019 Juli;NA
191395;2021-08-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2019 September;NA
190364;2020-12-31;Biology and Medicine;Spark 2019 Juli;D5CAF36D-718B-4D55-BD3E-0BACBFB52B6A
179093;2020-07-31;Humanities and Social Sciences;Projektförderung 2017 Oktober Abt. 1;NA
156641;2018-02-28;Mathematics, Natural- and Engineering Sciences;Indo Swiss Joint Research Programme (ISJRP) 2013;NA
158569;2019-01-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;NA
164409;2018-05-31;Biology and Medicine;Marie Heim Vögtlin 2015;NA
153831;2018-08-31;Humanities and Social Sciences;NFP 71: Gesuch 2014;NA
163452;2018-09-30;Biology and Medicine;Projektförderung 2015;NA
187684;2021-04-30;Biology and Medicine;Early Postdoc.Mobility 2019 März;NA
194953;2022-04-30;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2020 März;DCFB39C6-3BBC-4A33-921A-A58EB51D19A2
167326;2021-08-31;Humanities and Social Sciences;NFP 75: Gesuch;NA
189486;2023-06-30;Biology and Medicine;ERA-NET + EJP Neuron JTC 2019;NA
174781;2018-07-31;Humanities and Social Sciences;Early Postdoc.Mobility 2017;NA
210361;2023-07-31;Biology and Medicine;Rückkehr CH Postdoc.Mobility 2022 Februar;NA
190657;2021-03-31;Mathematics, Natural- and Engineering Sciences;Spark 2019 Juli;NA
174891;2019-03-31;Humanities and Social Sciences;Early Postdoc.Mobility 2017;NA
182384;2023-06-30;Biology and Medicine;Projektförderung 2018 April Abt. 3;NA
172602;2020-10-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 Oktober Abt. 2;NA
182811;2023-08-31;Humanities and Social Sciences;Projektförderung 2018 April Abt. 1;847F39FA-AF9F-4E78-AF2C-F53643899C8F
182811;2023-08-31;Humanities and Social Sciences;Projektförderung 2018 April Abt. 1;539B5819-829B-4BD1-BB0F-065BCEC7E8FE
182811;2023-08-31;Humanities and Social Sciences;Projektförderung 2018 April Abt. 1;3A91D3CA-747E-4709-AE15-31E9CC56B037
182811;2023-08-31;Humanities and Social Sciences;Projektförderung 2018 April Abt. 1;6B2ED0D3-16FE-4473-9B9B-C8316A896916
174855;2019-02-28;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2017;NA
181575;2020-01-31;Humanities and Social Sciences;Early Postdoc.Mobility 2018 März;NA
180055;2022-10-31;Biology and Medicine;Ambizione 2017 November;NA
174754;2020-01-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2017;93426858-7C4D-46DE-AA29-14996313339D
173477;2017-12-31;Mathematics, Natural- and Engineering Sciences;NFP 68: Forschungsphase 2 2015;NA
153564;2018-09-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2013 ;5E9C3516-8100-4C5F-8230-10BCE3C5B153
181969;2023-08-31;Biology and Medicine;Projektförderung 2018 April Abt. 3;77F1EB56-84ED-40BB-B892-9FF4D894C701
181969;2023-08-31;Biology and Medicine;Projektförderung 2018 April Abt. 3;57C82D7B-904F-4839-9C43-C2CDF739B540
191320;2021-06-30;Humanities and Social Sciences;Doc.Mobility 2019 September;NA
178643;2019-07-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2017 September;NA
178017;2019-08-31;Biology and Medicine;Early Postdoc.Mobility 2017 September;NA
190422;2021-01-31;Humanities and Social Sciences;Spark 2019 Juli;NA
191426;2022-06-30;Humanities and Social Sciences;Early Postdoc.Mobility 2019 September;NA
184949;2022-11-30;Biology and Medicine;Projektförderung 2018 Oktober Abt. 3;NA
175173;2020-02-29;Humanities and Social Sciences;Doc.CH 2017 März;NA
161228;2019-07-31;Humanities and Social Sciences;Ambizione 2015;NA
190080;2022-07-31;Mathematics, Natural- and Engineering Sciences;SNF-Förderungsprofessuren: Fortsetzgsg. 2019 Juli;NA
157207;2018-02-28;Mathematics, Natural- and Engineering Sciences;Projektförderung 2014;NA
184556;2023-08-31;Humanities and Social Sciences;Doc.CH 2018 September;NA
182504;2023-09-30;Biology and Medicine;Projektförderung 2018 April Abt. 3;NA
185477;2023-11-30;Humanities and Social Sciences;Projektförderung 2018 Oktober Abt. 1;E546FFB2-1DBB-47E1-87BD-D0B287C0197C
177630;2022-08-31;Humanities and Social Sciences;Projektförderung 2017 April Abt. 1;NA
183062;2023-02-28;Biology and Medicine;Indo Swiss Joint Research Programme (ISJRP) 2018;5E067419-91C8-47D5-85B2-787EFB0A9131
191308;2020-06-30;Biology and Medicine;Doc.Mobility 2019 September;NA
188108;2021-01-31;Humanities and Social Sciences;Early Postdoc.Mobility 2019 März;NA
165873;2019-12-31;Biology and Medicine;Projektförderung 2015;NA
202699;2023-12-31;Mathematics, Natural- and Engineering Sciences;Postdoc.Mobility 2021 Februar;NA
159839;2020-03-31;Humanities and Social Sciences;Projektförderung 2014;NA
199180;2022-07-31;Humanities and Social Sciences;Rückkehr CH Postdoc.Mobility 2020 August;NA
175900;2021-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 April Abt. 2;NA
182492;2021-12-31;Biology and Medicine;Projektförderung 2018 April Abt. 3;NA
178752;2020-03-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;NA
152553;2018-07-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2013 ;NA
175684;2022-03-31;Humanities and Social Sciences;Projektförderung 2017 April Abt. 1;512A9C7B-648C-4F51-8543-00D357E597D5
166383;2017-11-30;Biology and Medicine;Projektförderung 2015;NA
184992;2023-12-31;Humanities and Social Sciences;Projektförderung 2018 Oktober Abt. 1;NA
168328;2018-09-30;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2016;15CAE417-5A78-4A6B-956E-73EF4361A06F
188184;2021-07-31;Humanities and Social Sciences;Early Postdoc.Mobility 2019 März;NA
184875;2023-03-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2018 Oktober Abt. 2;NA
171371;2018-06-30;Mathematics, Natural- and Engineering Sciences;Advanced Postdoc.Mobility 2016;NA
179178;2023-04-30;Humanities and Social Sciences;Projektförderung 2017 Oktober Abt. 1;8F5F88DF-82D0-412A-9EF0-7C43993A4BC7
179178;2023-04-30;Humanities and Social Sciences;Projektförderung 2017 Oktober Abt. 1;FC49F03A-2F75-4D1C-AA12-1F8959F3E8A5
179178;2023-04-30;Humanities and Social Sciences;Projektförderung 2017 Oktober Abt. 1;77227DBF-7253-4BCC-95C2-8C905B91AB3D
179178;2023-04-30;Humanities and Social Sciences;Projektförderung 2017 Oktober Abt. 1;57992226-094A-4A5B-B163-0811E8ABE198
179178;2023-04-30;Humanities and Social Sciences;Projektförderung 2017 Oktober Abt. 1;88BFF913-4E93-43A7-970A-5A68B3997175
179178;2023-04-30;Humanities and Social Sciences;Projektförderung 2017 Oktober Abt. 1;F612ABB6-C7B0-4307-A030-88483F50C552
188442;2022-03-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2019 April Abt. 2;NA
182302;2021-07-31;Humanities and Social Sciences;Projektförderung 2018 April Abt. 1;NA
178200;2019-10-31;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2017 September;NA
160168;2019-12-31;Biology and Medicine;Projektförderung 2014;NA
150473;2019-04-30;Humanities and Social Sciences;Förderprofessuren Gesuch 2013;NA
181969;2023-08-31;Biology and Medicine;Projektförderung 2018 April Abt. 3;07A2C57A-0F4A-46FC-8F05-82B485B3AEA7
181969;2023-08-31;Biology and Medicine;Projektförderung 2018 April Abt. 3;50EB35E8-6530-4E06-8397-342017FD127C
181969;2023-08-31;Biology and Medicine;Projektförderung 2018 April Abt. 3;6D8AF557-A355-40EA-A0E0-ECB463EE1968
181969;2023-08-31;Biology and Medicine;Projektförderung 2018 April Abt. 3;A1CC5CF9-381F-4635-8A5B-FE9DA9AA1D52
181969;2023-08-31;Biology and Medicine;Projektförderung 2018 April Abt. 3;778F6816-EF91-4D6C-9587-279266EE4FA7
181969;2023-08-31;Biology and Medicine;Projektförderung 2018 April Abt. 3;DCB75D72-1D5B-4F8E-8B81-DA3F1B24EF02
199623;2022-08-31;Humanities and Social Sciences;Doc.Mobility 2020 September;NA
183997;2019-07-31;Humanities and Social Sciences;Doc.Mobility 2018 September;NA
184040;2020-09-30;Biology and Medicine;Early Postdoc.Mobility 2018 September;NA
165990;2019-06-30;Biology and Medicine;Projektförderung 2015;NA
174206;2020-12-31;Humanities and Social Sciences;Ambizione 2017;NA
179637;2022-10-31;Biology and Medicine;Projektförderung 2018 April Abt. 3;33D5241C-F9F0-4B5C-AAE0-DEF15741856D
175627;2023-01-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 April Abt. 2;D252E00A-853C-4388-9C0A-4911FAB27BE4
175627;2023-01-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 April Abt. 2;2CB71B82-6C9E-42A5-B93D-FE47AE1F3476
149329;2018-01-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2013 ;76F4E8D7-B862-43B4-9DE2-8D108A72C144
149329;2018-01-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2013 ;F24031B4-9BDC-43FD-9DE2-A9C3C01E8BA0
166565;2019-03-31;Biology and Medicine;Projektförderung 2015;NA
170912;2022-09-30;Biology and Medicine;Leadinghouses - Swiss Südafrika 2016;NA
190701;2021-04-30;Humanities and Social Sciences;Spark 2019 Juli;NA
194492;2022-07-31;Biology and Medicine;Postdoc.Mobility 2020 Februar;8174057A-1090-44FA-AB4E-9351E9CA5E52
174464;2018-10-31;Humanities and Social Sciences;Rückkehr CH Advanced Postdoc.Mobility 2017;NA
184273;2019-10-31;Biology and Medicine;Doc.Mobility 2018 September;NA
170187;2019-09-30;Humanities and Social Sciences;Projektförderung 2016 April Abt. 1;NA
189011;2021-11-30;Humanities and Social Sciences;Projektförderung 2019 April Abt. 1;NA
177964;2021-12-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2017 Oktober Abt. 2;NA
177405;2022-10-31;Humanities and Social Sciences;NFP 76: Gesuch 2018;1DFB0419-911D-4D0A-B0B6-01F1E6A5220B
181122;2019-07-31;Humanities and Social Sciences;Doc.Mobility 2018 März;NA
200040;2022-09-30;Humanities and Social Sciences;Early Postdoc.Mobility 2020 September;1099104F-9CA2-43DD-93BB-CD522A5BAC8A
162521;2021-04-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;4738C538-6D75-4337-AD7F-2A5ACFFCB057
162521;2021-04-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;8784D149-9CF7-49F9-A3A8-2B2D1E868794
162521;2021-04-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;5B7CB160-3B3E-4B85-B999-10759F086C44
162521;2021-04-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;150F1B47-5E72-4A92-90C3-3962900E8192
162521;2021-04-30;Mathematics, Natural- and Engineering Sciences;Projektförderung 2015;7CD8E542-72B5-4AE2-94EE-8165BC9FB5BD
170085;2020-05-31;Biology and Medicine;Projektförderung 2016 April Abt. 3;49CC533E-64B2-4C1B-B361-D4CEF0CF5187
170085;2020-05-31;Biology and Medicine;Projektförderung 2016 April Abt. 3;4E08DDF0-3429-419D-B3CB-86217CD1D422
170085;2020-05-31;Biology and Medicine;Projektförderung 2016 April Abt. 3;7DF8EE6B-59CE-4C63-A881-1BF181563B30
170085;2020-05-31;Biology and Medicine;Projektförderung 2016 April Abt. 3;6B21AE63-3133-4D72-ACA0-98C9430AFCFB
172717;2022-03-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2016 Oktober Abt. 2;NA
169207;2020-06-30;Biology and Medicine;Projektförderung 2016 April Abt. 3;NA
167536;2019-07-31;Mathematics, Natural- and Engineering Sciences;CHIST-ERA Call 2015;NA
153307;2017-10-31;Mathematics, Natural- and Engineering Sciences;Projektförderung 2013 ;NA
195136;2022-02-28;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2020 März;NA
164585;2017-10-31;Humanities and Social Sciences;Advanced Postdoc.Mobility 2015;NA
181726;2023-10-31;Humanities and Social Sciences;Doc.CH 2018 März;NA
191524;2021-07-31;Biology and Medicine;Early Postdoc.Mobility 2019 September;NA
195700;2022-02-28;Mathematics, Natural- and Engineering Sciences;Early Postdoc.Mobility 2020 März;NA
196062;2022-07-31;Biology and Medicine;Special Call on Coronaviruses 2020;NA
190585;2021-06-30;Humanities and Social Sciences;Spark 2019 Juli;B4126C5D-4F0A-46EE-B01A-1E75D2B54090
190585;2021-06-30;Humanities and Social Sciences;Spark 2019 Juli;8E2EC788-D75F-451B-BD18-79A15EFA0E46
161684;2017-11-30;Biology and Medicine;Early Postdoc.Mobility 2015;NA
161189;2017-12-31;Humanities and Social Sciences;Rückkehr CH Advanced Postdoc.Mobility 2015;NA
171500;2018-08-31;Mathematics, Natural- and Engineering Sciences;Advanced Postdoc.Mobility 2016;NA
